Student_ID,Gender,Age,Nationality,Province,Program_Level,Department,Year_of_Study,GPA,Attendance_Rate,Mental_Health_Score,Stress_Level,Sleep_Hours,Study_Hours,Monthly_Expenses,Scholarship_Status,Part_Time_Job,Hostel_Resident,Commute_Time,Transport_Mode,Internet_Access,Library_Usage,Canteen_Quality_Rating,Lab_Equipment_Access,Faculty_Satisfaction
BUS0506,Male,25,Pakistani,Balochistan,Undergraduate,Business,2,3.07,73.1,6,7,7,4,24255,Yes,Yes,No,49,Car,No,0,5,Good,1.0
BUS0507,Male,25,Pakistani,KPK,PhD,Business,4,2.7,87.2,1,4,6,1,59852,No,No,Yes,53,Bike,No,0,4,Good,5.0
MAT0508,Female,19,Afghan,Kabul,Masters,Mathematics,2,3.01,66.3,1,3,8,1,15256,Yes,No,Yes,11,Walk,Yes,6,4,Good,2.0
MAT0509,Female,19,Afghan,Kabul,PhD,Mathematics,2,3.0,65.3,9,1,4,1,33026,No,No,No,54,Bike,Yes,5,5,Average,1.0
COM0510,Male,25,Bangladeshi,Dhaka,Undergraduate,Computer Science,1,2.64,81.6,8,10,4,2,58780,Yes,No,No,22,Car,No,4,3,Good,4.0
MAT0511,Male,27,Afghan,Kabul,Undergraduate,Mathematics,1,3.41,78.9,7,1,6,4,22273,No,Yes,No,17,Bus,Yes,5,3,Poor,2.0
PSY0512,Female,25,Indian,Punjab,Undergraduate,Psychology,4,2.84,81.4,2,8,7,1,16753,No,Yes,Yes,17,Bike,Yes,1,5,Average,2.0
BIO0513,Male,20,Afghan,Kabul,Undergraduate,Biology,1,3.13,88.2,9,2,7,1,25328,Yes,No,Yes,10,Bike,No,1,1,Poor,1.0
MAT0514,Male,21,Afghan,Kabul,Undergraduate,Mathematics,3,2.72,92.8,8,1,7,4,56655,No,Yes,No,35,Car,Yes,6,2,Poor,2.0
BIO0515,Female,18,Afghan,Kabul,Masters,Biology,1,3.5,86.6,7,8,7,2,55996,No,No,No,12,Bike,Yes,6,3,Good,2.0
ELE0516,Male,19,Pakistani,Punjab,PhD,Electrical Engineering,3,2.41,72.1,3,4,8,1,23626,No,Yes,No,56,Bus,No,0,5,Poor,3.0
BIO0517,Female,19,Indian,Kerala,Undergraduate,Biology,2,3.92,70.3,8,2,7,2,16479,No,No,Yes,22,Bike,No,2,3,Good,2.0
MAT0518,Male,22,Indian,Punjab,PhD,,2,3.63,79.1,9,10,4,2,46586,No,No,No,20,Walk,No,5,2,Poor,4.0
ELE0519,Female,23,Indian,Kerala,Undergraduate,Electrical Engineering,4,2.32,95.7,6,3,5,3,23052,No,Yes,No,25,Bike,Yes,7,5,Average,3.0
BIO0520,Female,18,Afghan,Herat,PhD,Biology,4,2.9,98.1,7,9,5,3,44019,No,Yes,No,13,Bike,Yes,7,4,Poor,2.0
,Male,28,Indian,Punjab,Undergraduate,Mathematics,2,3.31,96.9,3,4,5,5,41881,Yes,No,Yes,43,Bike,Yes,4,4,Good,2.0
ELE0522,Female,18,Bangladeshi,Dhaka,Undergraduate,Electrical Engineering,3,3.19,75.8,4,10,7,3,31190,Yes,No,No,24,Car,No,4,4,Poor,2.0
ELE0523,Male,28,Bangladeshi,Chittagong,Undergraduate,Electrical Engineering,3,2.7,71.5,7,9,6,2,26435,Yes,No,No,48,Car,Yes,1,4,Average,3.0
BUS0524,Female,18,Afghan,Kabul,PhD,Business,4,2.2,77.5,10,3,5,2,29078,No,Yes,Yes,14,Walk,Yes,1,2,Good,1.0
MAT0525,Female,26,Indian,Kerala,Undergraduate,Mathematics,4,3.24,76.2,8,10,8,2,55739,Yes,Yes,No,58,Walk,Yes,4,2,Good,1.0
,Female,23,Afghan,Herat,PhD,Biology,1,3.05,82.5,6,1,7,4,53966,No,No,No,14,Bus,No,4,3,Poor,3.0
BUS0527,Male,21,Indian,,PhD,Business,3,2.63,75.4,7,6,5,3,28037,No,No,No,45,Walk,Yes,1,2,Poor,4.0
ELE0528,Female,20,Bangladeshi,Dhaka,Masters,Electrical Engineering,3,3.26,66.7,2,1,7,1,30152,No,No,Yes,57,Bus,No,0,3,Poor,3.0
COM0529,Male,18,Indian,Delhi,Masters,Computer Science,4,2.61,89.2,6,8,4,3,28030,Yes,No,No,42,Bus,Yes,5,3,Average,2.0
ELE0530,Male,28,Indian,Punjab,PhD,Electrical Engineering,2,2.95,95.3,10,7,7,5,25373,No,Yes,No,21,Bus,Yes,5,5,Poor,4.0
ELE0531,Male,20,Bangladeshi,Dhaka,PhD,Electrical Engineering,2,2.5,83.1,5,1,4,5,36512,Yes,No,No,16,Walk,Yes,6,3,Good,5.0
BUS0532,Female,20,Afghan,Herat,Undergraduate,Business,1,3.22,77.9,5,1,5,5,18196,Yes,No,Yes,38,Bus,No,0,4,Average,1.0
PSY0533,Male,23,Afghan,Herat,Masters,Psychology,4,2.68,79.0,5,10,8,3,38157,No,No,No,14,Walk,No,6,2,Good,4.0
COM0534,Male,25,Afghan,Herat,PhD,,4,3.55,95.9,4,10,5,4,56882,No,Yes,No,9,Bike,No,1,2,Good,4.0
MAT0535,Male,24,Afghan,Kabul,PhD,Mathematics,1,2.86,72.4,5,6,6,5,33601,No,No,Yes,25,Bike,No,3,1,Good,4.0
BUS0536,Female,21,Indian,Delhi,Masters,Business,4,3.0,84.3,8,10,4,4,45308,Yes,Yes,No,25,Bus,No,4,1,Average,2.0
MAT0537,Female,20,Pakistani,Sindh,Masters,Mathematics,1,3.07,81.8,9,6,4,3,15874,Yes,No,No,40,Bike,No,1,3,Good,3.0
COM0538,Male,23,Bangladeshi,Dhaka,Undergraduate,Computer Science,1,3.6,93.9,7,4,7,1,35377,No,Yes,No,24,Bus,Yes,7,2,Poor,4.0
ELE0539,Male,22,Bangladeshi,Dhaka,PhD,Electrical Engineering,1,2.91,79.0,8,10,5,2,40781,No,No,No,39,Bike,Yes,3,2,Good,1.0
MAT0540,Male,24,Indian,Kerala,Masters,Mathematics,3,2.98,90.0,3,10,4,4,34734,Yes,No,No,8,Car,Yes,2,3,Good,5.0
PSY0541,Female,18,Pakistani,Sindh,Masters,Psychology,4,3.74,84.9,3,3,8,3,16064,Yes,Yes,Yes,29,Bus,No,5,2,Good,5.0
ELE0542,Male,28,Afghan,Herat,PhD,Electrical Engineering,1,3.61,96.0,7,1,5,4,56253,No,Yes,Yes,39,Walk,No,6,4,Average,3.0
BIO0543,Female,18,Indian,Kerala,PhD,Biology,1,3.42,67.9,10,8,8,3,50843,Yes,No,No,52,Car,No,1,2,Poor,2.0
PSY0544,Female,18,Bangladeshi,Dhaka,Masters,Psychology,3,2.7,89.4,3,9,7,2,26175,No,Yes,No,9,Bike,Yes,1,1,Poor,1.0
BIO0545,Male,18,Indian,Kerala,PhD,Biology,1,3.58,84.0,6,3,8,4,58370,No,No,No,33,Bus,Yes,7,4,Average,3.0
BUS0546,Female,25,Bangladeshi,Chittagong,PhD,Business,4,2.52,84.1,2,3,6,2,45357,No,No,Yes,19,Car,No,6,1,Good,5.0
COM0547,Female,23,Afghan,Kabul,Undergraduate,,1,3.64,90.6,2,5,7,3,56175,Yes,Yes,Yes,23,Walk,Yes,2,1,Average,1.0
PSY0548,Female,26,Bangladeshi,Dhaka,Undergraduate,Psychology,3,2.84,68.9,3,1,5,1,47722,No,No,No,10,Bus,No,1,3,Good,4.0
ELE0549,Male,20,Indian,Delhi,Masters,Electrical Engineering,1,3.16,96.8,1,7,5,1,29963,Yes,Yes,Yes,40,Bike,No,6,4,Poor,1.0
COM0550,Female,18,Indian,Kerala,Undergraduate,Computer Science,4,3.31,78.3,4,7,7,5,56305,Yes,Yes,Yes,42,Walk,No,4,2,Average,4.0
BIO0551,Male,24,Bangladeshi,Dhaka,PhD,Biology,4,3.06,67.1,10,5,4,2,29340,No,Yes,No,25,Bike,Yes,1,3,Average,5.0
BUS0552,Male,21,Pakistani,KPK,Undergraduate,Business,2,3.63,75.6,5,5,6,3,40276,Yes,No,Yes,43,Car,No,2,2,Poor,4.0
COM0553,Male,28,Afghan,Herat,Masters,Computer Science,4,2.93,86.8,5,10,4,1,30355,No,Yes,Yes,28,Car,Yes,4,1,Good,2.0
BUS0554,Female,21,Pakistani,Punjab,Masters,Business,1,3.04,94.9,1,3,4,1,16768,Yes,No,No,54,Bus,Yes,2,5,Good,5.0
PSY0555,Male,25,Indian,Punjab,Masters,Psychology,3,3.35,78.8,9,1,5,2,49708,Yes,No,Yes,18,Bus,No,5,3,Average,2.0
BIO0556,Female,27,Afghan,Kabul,Masters,Biology,2,3.05,88.3,4,8,4,5,33572,Yes,Yes,No,27,Bike,Yes,4,3,Poor,2.0
PSY0557,Male,23,Bangladeshi,Dhaka,PhD,Psychology,2,3.44,67.4,10,7,4,2,53314,No,No,Yes,8,Bus,No,6,4,Good,1.0
ELE0558,Male,21,Afghan,Kabul,Undergraduate,Electrical Engineering,3,3.15,71.3,6,10,6,2,57310,Yes,No,No,44,Bus,No,0,2,Good,5.0
COM0559,Female,28,Bangladeshi,Chittagong,Masters,Computer Science,2,3.16,96.4,8,7,4,1,42916,No,Yes,No,9,Bus,Yes,3,5,Good,2.0
COM0560,Male,20,Pakistani,Sindh,Undergraduate,Computer Science,1,3.65,70.3,8,9,4,4,48566,No,Yes,Yes,26,Car,No,1,2,Poor,1.0
MAT0561,Female,21,Pakistani,KPK,Undergraduate,Mathematics,4,3.1,90.0,7,7,4,2,58033,No,No,No,28,Walk,No,2,5,Poor,1.0
COM0562,Male,26,Indian,Delhi,Undergraduate,Computer Science,2,2.59,92.5,3,8,6,1,29602,Yes,Yes,No,41,Bus,No,1,1,Good,3.0
BIO0563,Male,28,Indian,Kerala,Undergraduate,Biology,4,3.66,82.2,3,4,8,1,28613,Yes,,Yes,25,Walk,No,0,4,Good,5.0
BUS0564,Female,21,Pakistani,KPK,PhD,Business,2,2.42,79.6,4,1,8,2,39367,No,Yes,Yes,55,Bike,Yes,6,3,Good,1.0
BUS0565,Female,26,Pakistani,Punjab,PhD,Business,2,2.53,80.2,9,5,7,3,30948,No,No,No,19,Car,No,4,2,Average,3.0
ELE0566,Female,26,Afghan,Herat,PhD,Electrical Engineering,4,3.08,80.1,8,10,8,4,35134,Yes,,Yes,28,Bike,No,0,1,Good,2.0
BIO0567,Female,27,Afghan,Herat,Masters,Biology,2,3.19,86.1,6,4,5,4,29246,No,Yes,No,14,Car,Yes,0,5,Poor,4.0
BUS0568,Male,27,Afghan,Herat,PhD,Business,1,2.8,93.0,6,6,7,1,33712,No,No,No,17,Bike,Yes,3,5,Average,4.0
ELE0569,Female,26,Afghan,Herat,Masters,Electrical Engineering,1,2.97,97.3,3,6,7,2,25608,Yes,No,Yes,35,Car,Yes,2,2,Good,5.0
BUS0570,Male,25,Bangladeshi,Chittagong,Masters,Business,1,3.05,66.3,8,2,7,2,30462,Yes,No,Yes,25,Car,Yes,7,3,Average,1.0
ELE0571,Female,23,Afghan,Kabul,Masters,Electrical Engineering,1,3.13,68.5,5,7,7,3,51499,No,No,No,11,Bus,Yes,0,4,Average,4.0
MAT0572,Male,21,Afghan,Herat,PhD,Mathematics,2,3.61,67.4,5,3,6,4,44699,Yes,No,No,19,Car,Yes,4,3,Average,4.0
BIO0573,Male,18,Bangladeshi,Chittagong,PhD,Biology,4,2.83,87.0,10,10,8,3,56147,Yes,Yes,Yes,26,Bus,No,0,1,Poor,1.0
COM0574,Female,25,Pakistani,KPK,Masters,Computer Science,2,2.94,79.4,4,10,6,1,43614,No,Yes,No,13,Bus,No,0,1,Poor,4.0
MAT0575,Male,23,Pakistani,KPK,Undergraduate,Mathematics,1,2.44,89.9,8,4,7,4,20594,Yes,No,No,38,Bike,Yes,4,4,Poor,5.0
MAT0576,Female,22,Afghan,Herat,Undergraduate,Mathematics,2,2.33,68.7,7,7,4,4,26667,No,No,No,33,Bike,Yes,6,5,Poor,5.0
MAT0577,Female,27,Pakistani,KPK,Masters,Mathematics,1,2.81,69.3,8,8,6,4,57669,No,Yes,Yes,51,Car,Yes,5,2,Good,1.0
PSY0578,Female,22,Pakistani,Sindh,PhD,Psychology,1,3.16,95.5,1,4,5,5,40090,No,,No,30,Bus,Yes,7,3,Poor,1.0
BUS0579,Female,23,Bangladeshi,Chittagong,Undergraduate,Business,2,2.98,72.3,9,1,5,4,31446,No,Yes,No,59,Car,No,2,5,Average,2.0
PSY0580,Female,22,Indian,Punjab,Undergraduate,Psychology,3,3.13,65.9,2,10,4,1,21856,Yes,No,Yes,44,Bike,Yes,2,4,Average,3.0
MAT0581,Male,21,Indian,Punjab,Undergraduate,Mathematics,2,2.87,76.6,3,2,8,4,45122,Yes,Yes,Yes,59,ricksha,Yes,4,2,Average,3.0
COM0582,Male,21,Afghan,Herat,PhD,Computer Science,2,2.71,82.2,4,8,8,3,22381,No,Yes,Yes,7,Car,Yes,7,2,Average,3.0
PSY0583,Female,28,Afghan,Kabul,PhD,Psychology,1,2.71,97.6,5,7,8,3,40166,No,Yes,No,49,Bus,No,3,2,Poor,3.0
MAT0584,Female,28,Afghan,Kabul,Masters,Mathematics,1,3.27,72.3,4,7,4,5,50826,No,No,No,37,Bike,Yes,7,1,Average,5.0
ELE0585,Female,23,Afghan,Kabul,Undergraduate,,4,3.14,70.0,8,6,4,2,38272,Yes,No,No,15,Bus,No,6,5,Average,5.0
MAT0586,Female,19,Bangladeshi,Dhaka,PhD,Mathematics,2,3.59,97.6,7,3,5,2,59862,No,No,Yes,51,Walk,Yes,7,4,Good,5.0
COM0587,Male,26,Bangladeshi,Dhaka,Masters,Computer Science,4,3.25,92.0,3,8,4,3,29017,Yes,Yes,Yes,59,Car,No,6,2,Average,2.0
PSY0588,Male,21,Pakistani,Punjab,Undergraduate,Psychology,2,3.48,81.4,10,3,7,3,37786,Yes,Yes,Yes,48,Bus,Yes,3,2,Good,2.0
PSY0589,Male,25,Indian,Punjab,Undergraduate,Psychology,4,3.03,70.5,4,6,6,2,55068,Yes,No,Yes,24,Bike,Yes,1,1,Average,1.0
MAT0590,Male,21,Afghan,Kabul,PhD,Mathematics,2,3.11,92.0,6,2,7,5,43349,Yes,No,Yes,58,Walk,Yes,4,5,Good,1.0
COM0591,Female,23,Bangladeshi,Dhaka,Masters,Computer Science,3,3.32,76.5,1,2,7,2,17728,Yes,No,Yes,41,Bike,No,6,1,Good,1.0
PSY0592,Male,22,Pakistani,Punjab,Undergraduate,Psychology,1,2.72,87.8,2,1,6,4,54411,Yes,No,Yes,5,Bus,Yes,6,4,Poor,
MAT0593,Female,21,Bangladeshi,Dhaka,Masters,Mathematics,1,2.57,83.1,2,10,7,1,21948,Yes,Yes,No,47,Car,No,6,1,Average,2.0
MAT0594,Male,23,Afghan,Kabul,PhD,Mathematics,1,3.32,77.8,7,9,5,5,37520,No,No,Yes,37,Bike,No,4,1,Poor,2.0
BUS0595,Male,23,Bangladeshi,Dhaka,Undergraduate,Business,3,3.03,98.3,8,5,6,1,33478,No,No,No,31,Bike,No,0,1,Average,4.0
COM0596,Female,28,Afghan,Kabul,PhD,Computer Science,2,3.17,98.7,3,7,6,5,41714,Yes,Yes,Yes,18,Bus,Yes,7,3,Good,3.0
PSY0597,Female,28,Pakistani,Punjab,Masters,Psychology,4,2.26,68.5,4,7,5,3,37423,Yes,No,Yes,43,Car,No,2,3,Average,3.0
BUS0598,Male,25,Bangladeshi,Dhaka,PhD,Business,3,3.09,91.0,4,6,7,2,24969,Yes,No,No,56,Walk,Yes,5,3,Good,5.0
PSY0599,Female,22,Pakistani,KPK,Masters,Psychology,1,2.31,75.7,8,2,7,1,17095,Yes,No,Yes,57,Car,Yes,4,2,Poor,2.0
MAT0600,Male,24,Pakistani,Sindh,Undergraduate,Mathematics,4,3.86,87.0,3,4,7,1,41093,Yes,No,Yes,52,Car,No,5,5,Good,4.0
BIO0601,Male,27,Indian,Kerala,Masters,,1,3.27,95.8,10,8,5,1,20031,Yes,Yes,Yes,44,Walk,Yes,4,1,Good,3.0
BUS0602,Female,19,Indian,Delhi,Masters,Business,3,2.86,88.5,8,3,8,2,32226,No,Yes,No,32,Walk,No,2,4,Good,2.0
COM0603,Female,27,Pakistani,Punjab,Masters,Computer Science,2,2.75,97.4,9,9,8,5,20904,No,No,No,43,Car,Yes,3,2,Good,4.0
ELE0604,Female,24,Pakistani,Balochistan,Masters,Electrical Engineering,4,3.6,68.1,6,2,7,5,25712,Yes,No,Yes,13,Walk,Yes,4,1,Good,1.0
COM0605,Female,21,Pakistani,KPK,Undergraduate,Computer Science,4,3.39,75.2,4,8,7,1,26507,Yes,No,Yes,39,Bus,Yes,3,4,Average,4.0
PSY0606,Male,18,Bangladeshi,Chittagong,Masters,Psychology,3,2.62,66.7,9,1,7,3,40053,Yes,Yes,No,21,Bus,No,3,1,Average,4.0
PSY0607,Male,21,Afghan,Kabul,PhD,Psychology,2,2.72,74.8,3,6,7,5,27224,No,No,Yes,21,Bike,No,6,3,Poor,3.0
COM0608,Female,26,Indian,Punjab,Undergraduate,Computer Science,1,2.62,79.1,5,9,7,1,39950,No,No,No,16,Walk,No,0,1,Average,2.0
BUS0609,Female,23,Pakistani,KPK,Undergraduate,Business,2,3.14,94.3,9,8,8,4,48067,No,Yes,Yes,45,Bike,No,3,1,Average,4.0
ELE0610,Female,19,Pakistani,Balochistan,PhD,Electrical Engineering,3,3.31,99.0,6,6,6,5,53067,Yes,No,Yes,42,Bike,Yes,6,3,Poor,3.0
MAT0611,Male,26,Bangladeshi,Dhaka,Masters,Mathematics,2,2.98,85.0,9,9,5,2,36351,Yes,Yes,Yes,40,Walk,No,4,2,Poor,1.0
PSY0612,Male,20,Indian,Punjab,PhD,Psychology,1,2.94,80.3,1,6,8,1,39612,No,No,Yes,29,Car,No,1,1,Poor,2.0
BIO0613,Female,27,Afghan,Herat,Masters,Biology,1,2.33,82.3,8,3,6,5,20404,No,No,No,8,Walk,Yes,7,2,Average,4.0
BIO0614,Male,21,Bangladeshi,Dhaka,PhD,Biology,1,3.04,69.4,7,7,8,3,55190,Yes,No,Yes,14,Walk,Yes,0,2,Average,5.0
MAT0615,Female,19,Bangladeshi,Chittagong,PhD,Mathematics,1,2.96,95.4,7,8,7,1,29338,Yes,Yes,No,58,Walk,Yes,2,1,Average,5.0
COM0616,Male,25,Bangladeshi,Chittagong,Undergraduate,Computer Science,2,2.79,70.5,8,1,6,4,57854,Yes,Yes,No,46,Bus,Yes,6,4,Average,3.0
PSY0617,Female,20,Afghan,Herat,PhD,Psychology,1,3.11,67.6,7,7,6,3,57862,Yes,Yes,No,36,Car,Yes,4,4,Good,4.0
PSY0618,Male,21,Afghan,Herat,PhD,Psychology,1,3.29,75.8,1,10,4,4,57512,Yes,Yes,Yes,18,Bike,Yes,7,1,Good,4.0
MAT0619,Female,21,Pakistani,Punjab,Undergraduate,Mathematics,3,2.79,85.0,4,7,8,1,59922,Yes,Yes,No,27,Walk,No,4,5,Good,3.0
PSY0620,Male,19,Bangladeshi,Dhaka,PhD,Psychology,3,3.09,88.0,10,6,4,4,30058,No,Yes,Yes,7,Bike,No,3,3,Poor,2.0
BUS0621,Female,21,Indian,Punjab,Undergraduate,Business,1,3.0,94.4,3,4,6,5,41419,No,No,Yes,37,Car,Yes,3,1,Average,1.0
BIO0622,Male,28,Afghan,Kabul,PhD,Biology,3,3.13,95.5,1,2,5,1,33275,No,No,No,57,Walk,No,7,1,Poor,1.0
COM0623,Female,23,Pakistani,Punjab,Undergraduate,Computer Science,3,3.6,76.2,5,7,5,3,56579,Yes,No,No,25,Bike,Yes,7,3,Average,4.0
BUS0624,Female,18,Bangladeshi,Dhaka,Masters,Business,4,2.61,93.6,1,10,8,5,23815,Yes,Yes,No,44,Walk,Yes,1,4,Good,1.0
COM0625,Female,23,Bangladeshi,Chittagong,PhD,Computer Science,2,3.57,68.6,2,6,8,1,52248,No,Yes,No,31,Car,Yes,4,3,Good,2.0
ELE0626,Female,20,Afghan,Herat,Undergraduate,Electrical Engineering,2,2.94,92.0,4,6,8,1,54979,Yes,Yes,Yes,50,Walk,No,5,3,Poor,2.0
BIO0627,Male,28,Pakistani,Balochistan,Masters,Biology,2,2.68,83.7,9,9,6,3,53051,No,No,No,5,Bike,Yes,6,3,Good,5.0
BIO0628,Female,18,Pakistani,Balochistan,Undergraduate,Biology,3,3.22,86.5,1,8,5,4,52070,No,Yes,Yes,43,Walk,No,7,3,Good,4.0
PSY0629,Male,21,Pakistani,Punjab,PhD,Psychology,4,2.91,88.2,6,9,5,2,48708,Yes,No,No,42,Car,Yes,3,3,Good,3.0
BIO0630,Female,18,Afghan,Herat,Undergraduate,Biology,2,2.46,86.2,7,3,8,5,24208,No,No,No,6,Walk,Yes,1,2,Good,2.0
BIO0631,Male,24,Afghan,Herat,Masters,Biology,1,3.17,96.0,1,5,4,3,21565,Yes,No,No,27,Bus,Yes,0,3,Poor,2.0
BIO0632,Female,24,Pakistani,Sindh,Undergraduate,Biology,3,2.82,82.6,7,7,8,2,37661,No,No,Yes,58,Bus,No,5,4,Poor,2.0
BIO0633,Male,25,Bangladeshi,Chittagong,Undergraduate,Biology,2,3.45,74.3,5,4,5,3,20427,Yes,Yes,No,24,Walk,No,2,5,Average,1.0
BIO0634,Female,18,Indian,Punjab,PhD,Biology,4,3.76,95.9,7,2,4,2,57069,No,No,Yes,8,Walk,Yes,3,3,Average,5.0
MAT0635,Male,20,Afghan,Herat,PhD,Mathematics,4,2.5,79.7,7,7,8,5,58716,Yes,Yes,No,14,Walk,Yes,4,5,Poor,3.0
PSY0636,Female,28,Pakistani,Balochistan,PhD,Psychology,2,3.15,72.3,1,8,5,2,23460,No,Yes,No,58,Car,Yes,3,1,Poor,5.0
BIO0637,Male,23,Indian,Punjab,Masters,Biology,2,2.97,89.8,7,4,7,5,46344,Yes,No,Yes,7,Walk,Yes,1,4,Good,4.0
PSY0638,Female,24,Pakistani,Sindh,Undergraduate,Psychology,4,3.06,95.0,1,2,7,3,28365,No,Yes,Yes,35,Bike,No,7,2,Poor,2.0
MAT0639,Female,28,Indian,Delhi,PhD,Mathematics,4,2.87,93.5,9,10,4,4,17944,Yes,Yes,No,52,Bus,No,2,4,Poor,4.0
MAT0640,Female,23,Afghan,Kabul,PhD,Mathematics,4,2.8,79.3,8,4,5,2,29254,No,No,Yes,25,Bike,Yes,6,3,Poor,4.0
COM0641,Female,22,Indian,Delhi,Masters,Computer Science,3,2.56,75.4,8,9,8,2,53835,Yes,Yes,Yes,45,Bike,Yes,5,2,Good,5.0
ELE0642,Male,25,Indian,Kerala,Undergraduate,Electrical Engineering,1,3.07,81.3,6,6,5,4,22741,No,No,Yes,14,Bus,Yes,1,2,Average,
,Male,23,Pakistani,Sindh,PhD,Mathematics,2,3.69,70.0,3,1,4,5,41068,Yes,No,No,14,Walk,Yes,6,1,Good,5.0
BUS0644,Male,25,Pakistani,Balochistan,Undergraduate,Business,2,3.04,68.0,10,1,4,5,57769,No,No,No,10,Walk,Yes,3,5,Poor,2.0
MAT0645,Male,21,Pakistani,Punjab,Undergraduate,Mathematics,2,2.5,94.0,4,8,6,1,45134,Yes,No,No,26,Bike,No,3,3,Poor,4.0
BUS0646,Female,20,Indian,Punjab,Masters,Business,4,2.94,98.0,9,9,8,4,15047,Yes,Yes,No,16,Bike,Yes,5,4,Good,1.0
BUS0647,Female,22,Bangladeshi,Chittagong,Masters,,3,2.89,88.6,5,9,8,4,31554,No,No,No,9,Bus,No,7,1,Average,2.0
MAT0648,Female,21,Afghan,Kabul,Masters,Mathematics,3,2.06,73.3,10,3,7,4,57368,No,Yes,Yes,33,Walk,No,0,2,Good,5.0
PSY0649,Male,25,Bangladeshi,Dhaka,PhD,Psychology,2,3.76,77.8,5,5,5,1,56727,Yes,Yes,No,52,Bus,No,4,5,Good,5.0
BIO0650,Male,19,Indian,Delhi,Undergraduate,Biology,1,2.43,97.3,6,2,5,5,37160,No,No,No,32,Car,No,6,2,Poor,1.0
PSY0651,Male,21,Indian,Kerala,PhD,Psychology,4,2.64,95.9,7,8,8,2,23029,No,No,Yes,,Car,Yes,5,2,Good,4.0
MAT0652,Female,19,Afghan,Herat,Masters,Mathematics,3,3.27,90.0,10,1,8,3,49677,No,Yes,No,18,Walk,No,6,4,Average,3.0
ELE0653,Female,21,Bangladeshi,Dhaka,Undergraduate,Electrical Engineering,3,3.17,71.8,2,8,7,5,20391,Yes,,Yes,15,Car,Yes,1,5,Good,3.0
COM0654,Female,18,Pakistani,KPK,Undergraduate,Computer Science,4,3.16,69.4,8,7,7,5,33550,Yes,Yes,No,,Car,Yes,3,3,Good,4.0
COM0655,Female,24,Bangladeshi,,Undergraduate,Computer Science,3,3.68,79.6,6,6,4,4,45543,Yes,No,No,11,Bike,No,5,5,Poor,1.0
PSY0656,Male,25,Pakistani,Balochistan,Masters,Psychology,1,3.68,65.2,4,3,7,3,32719,No,No,No,47,Car,Yes,4,4,Poor,5.0
MAT0657,Male,26,Afghan,Herat,PhD,Mathematics,4,3.62,70.9,7,10,4,3,42442,Yes,No,Yes,36,Bike,Yes,6,5,Average,2.0
COM0658,Male,28,Afghan,Herat,Masters,Computer Science,2,3.39,75.9,7,8,6,1,58442,Yes,No,Yes,27,Walk,No,3,3,Good,1.0
BIO0659,Male,20,Bangladeshi,Dhaka,PhD,Biology,2,3.61,91.8,5,5,7,3,35152,No,Yes,Yes,8,Bike,No,0,4,Poor,1.0
BUS0660,Female,18,Afghan,Herat,Masters,Business,3,2.09,80.4,6,6,6,3,32658,No,Yes,Yes,43,Car,Yes,6,1,Average,3.0
COM0661,Female,22,Indian,Kerala,PhD,Computer Science,3,3.08,76.8,2,1,4,4,30390,No,No,No,5,Walk,Yes,6,1,Average,5.0
PSY0662,Female,23,Pakistani,Balochistan,Masters,Psychology,1,1.96,88.6,1,7,7,4,33672,Yes,Yes,Yes,53,Bike,Yes,0,4,Good,1.0
BIO0663,Female,27,Pakistani,Balochistan,Undergraduate,Biology,1,3.12,95.2,1,3,8,1,54836,Yes,Yes,No,43,Bike,No,5,2,Poor,1.0
MAT0664,Female,26,Bangladeshi,,Undergraduate,Mathematics,1,3.01,90.1,1,8,5,4,29094,Yes,No,No,31,Bike,No,7,1,Average,5.0
ELE0665,Female,22,Indian,,Undergraduate,Electrical Engineering,2,2.95,86.9,4,8,6,5,32208,Yes,No,No,41,Bus,Yes,7,1,Average,4.0
ELE0666,Female,28,Afghan,Kabul,Undergraduate,Electrical Engineering,2,3.61,96.0,2,7,6,3,54303,No,Yes,No,24,Bike,Yes,3,5,Average,1.0
COM0667,Male,20,Afghan,Herat,Undergraduate,Computer Science,1,3.04,88.2,2,2,6,3,58990,No,No,Yes,11,Walk,No,7,4,Good,2.0
BUS0668,Female,20,Bangladeshi,Chittagong,Undergraduate,Business,1,2.59,93.6,8,7,6,4,29400,Yes,Yes,Yes,54,Car,No,2,4,Poor,3.0
BIO0669,Female,19,Bangladeshi,Chittagong,Masters,Biology,2,2.69,66.0,6,5,7,4,42664,Yes,No,Yes,,Car,Yes,4,3,Good,
MAT0670,Female,24,Afghan,Herat,Undergraduate,Mathematics,1,1.97,87.5,9,4,6,4,50888,Yes,Yes,Yes,55,Walk,Yes,7,5,Good,3.0
BUS0671,Female,22,Bangladeshi,Chittagong,PhD,Business,4,3.21,75.1,5,10,6,2,39314,No,Yes,No,31,Car,No,3,3,Poor,5.0
COM0672,Male,22,Bangladeshi,Chittagong,Masters,Computer Science,1,3.78,75.6,10,4,7,2,34124,Yes,No,No,15,Bus,Yes,3,3,Good,1.0
COM0673,Female,28,Pakistani,KPK,Undergraduate,Computer Science,4,3.59,96.0,10,9,5,4,30127,Yes,Yes,No,32,Car,Yes,3,5,Poor,1.0
BUS0674,Male,24,Bangladeshi,Dhaka,Masters,Business,2,3.34,83.2,8,5,4,2,30153,No,Yes,No,55,Bus,No,0,2,Average,5.0
